"model","regime","country","feature_set","L","protocol","phase","RMSE","MAE","QLIKE","RMSE_CV","tuning_val_qlike","tuning_val_mse","tuning_best_epoch","final_epochs","n_features","is_best_L","best_val_loss","epochs_used","n_refits","source_branch","source_file"
"LSTM","gfc","US","momentum","60","expanding","Pre-Lehman","0.24736073179139176","0.16112727232198412","0.01741883596020198","0.22188418563271473","","","","","14","True","0.024050099988324854","53.0","25.0","LSTM_HS","dl_results_momentum.csv"
"LSTM","gfc","US","momentum","60","expanding","Recovery","0.26766311309288826","0.19707836881279944","0.014087369463085447","0.17012987964935572","","","","","14","True","0.024050099988324854","53.0","25.0","LSTM_HS","dl_results_momentum.csv"
"LSTM","gfc","KR","momentum","22","expanding","Full Test","0.35011308634232724","0.19558295872196335","0.01258293630026992","0.23822883002405673","","","","","14","True","0.012892584578355841","53.0","24.0","LSTM_HS","dl_results_momentum.csv"
"LSTM","gfc","KR","momentum","22","expanding","Lehman Crisis","0.6111826219628168","0.36757805488877376","0.018543089467639422","0.2624622999099056","","","","","14","True","0.012892584578355841","53.0","24.0","LSTM_HS","dl_results_momentum.csv"
"LSTM","gfc","KR","momentum","22","expanding","Pre-Lehman","0.17219957636554492","0.13638978838920593","0.01103673071818413","0.15070492169745342","","","","","14","True","0.012892584578355841","53.0","24.0","LSTM_HS","dl_results_momentum.csv"
"LSTM","gfc","KR","momentum","22","expanding","Recovery","0.268030846343808","0.14536671489477157","0.009106792066819799","0.20201780307577177","","","","","14","True","0.012892584578355841","53.0","24.0","LSTM_HS","dl_results_momentum.csv"
"LSTM","gfc","JP","momentum","22","expanding","Full Test","0.35333633603342707","0.1996747628491149","0.016394828900962617","0.2598901951145838","","","","","14","True","0.015951794330186574","66.0","24.0","LSTM_HS","dl_results_momentum.csv"
"LSTM","gfc","JP","momentum","22","expanding","Lehman Crisis","0.6339588473037051","0.3859744322927375","0.026310456038140945","0.29800547505353875","","","","","14","True","0.015951794330186574","66.0","24.0","LSTM_HS","dl_results_momentum.csv"
"LSTM","gfc","JP","momentum","22","expanding","Pre-Lehman","0.1941265393187499","0.14306533874587463","0.01424715325000612","0.18032664027943643","","","","","14","True","0.015951794330186574","66.0","24.0","LSTM_HS","dl_results_momentum.csv"
"LSTM","gfc","JP","momentum","22","expanding","Recovery","0.16796649300536745","0.12750136232995368","0.009440603727931722","0.13534435194171274","","","","","14","True","0.015951794330186574","66.0","24.0","LSTM_HS","dl_results_momentum.csv"
"LSTM","covid","US","momentum","60","expanding","Crash","1.273100747070098","0.854514649936131","0.06223244591836162","0.35444429808358235","","","","","14","True","0.018334122267644862","29.0","13.0","LSTM_HS","dl_results_momentum.csv"
"LSTM","covid","US","momentum","60","expanding","Full Test","0.41691673895549486","0.19755700212572852","0.02127961713226816","0.3636478202724326","","","","","14","True","0.018334122267644862","29.0","13.0","LSTM_HS","dl_results_momentum.csv"
"LSTM","covid","US","momentum","60","expanding","Pre-crash","0.087998933889853","0.06690064370632172","0.018554722617039447","0.1826763847846955","","","","","14","True","0.018334122267644862","29.0","13.0","LSTM_HS","dl_results_momentum.csv"
"LSTM","covid","US","momentum","60","expanding","Recovery","0.21408384604127104","0.14951982473333678","0.01729712704646109","0.21403949064125094","","","","","14","True","0.018334122267644862","29.0","13.0","LSTM_HS","dl_results_momentum.csv"
"LSTM","covid","KR","momentum","252","expanding","Crash","0.455830998771432","0.28481302091053556","0.016244988157815405","0.2320002978224358","","","","","14","True","0.014293157337315888","62.0","13.0","LSTM_HS","dl_results_momentum.csv"
"LSTM","covid","KR","momentum","252","expanding","Full Test","0.252134886038747","0.15101634362532246","0.020486007756245563","0.2472454521984564","","","","","14","True","0.014293157337315888","62.0","13.0","LSTM_HS","dl_results_momentum.csv"
"LSTM","covid","KR","momentum","252","expanding","Pre-crash","0.13359537819582792","0.0962348324911935","0.013032407286194468","0.1713483740030726","","","","","14","True","0.014293157337315888","62.0","13.0","LSTM_HS","dl_results_momentum.csv"
"LSTM","covid","KR","momentum","252","expanding","Recovery","0.23692656564974843","0.1463685450144112","0.02230859852717693","0.24675117601125626","","","","","14","True","0.014293157337315888","62.0","13.0","LSTM_HS","dl_results_momentum.csv"
"LSTM","covid","JP","momentum","60","expanding","Crash","0.6114638339452801","0.38420137919877706","0.02047328518326818","0.2671288654327736","","","","","14","True","0.016692779641091907","32.0","12.0","LSTM_HS","dl_results_momentum.csv"
"LSTM","covid","JP","momentum","60","expanding","Full Test","0.2403940122623138","0.13704401561442545","0.017973147619668665","0.2761939859775534","","","","","14","True","0.016692779641091907","32.0","12.0","LSTM_HS","dl_results_momentum.csv"
"LSTM","covid","JP","momentum","60","expanding","Pre-crash","0.115638634861692","0.09566111049868843","0.019636052515519496","0.2154672478948474","","","","","14","True","0.016692779641091907","32.0","12.0","LSTM_HS","dl_results_momentum.csv"
"LSTM","covid","JP","momentum","60","expanding","Recovery","0.18270210237206408","0.1191388863709665","0.017422725709607005","0.23283948093879536","","","","","14","True","0.016692779641091907","32.0","12.0","LSTM_HS","dl_results_momentum.csv"
"LSTM","normal","US","extended","60","static","Full Test","0.1612817115676129","0.0954547681598942","0.0214846583396981","0.2756577850680926","0.0311576752714341","0.0308917045828853","24.0","24.0","28","True","","","","LSTM_HS","dl_results_extended.csv"
"LSTM","normal","KR","extended","22","static","Full Test","0.1285358174221532","0.0965674639556367","0.0296637569005052","0.2417851512676336","0.0153997665268151","0.0125947746402416","9.0","9.0","28","True","","","","LSTM_HS","dl_results_extended.csv"
"LSTM","normal","JP","extended","252","static","Full Test","0.1758362675357456","0.1104594393544001","0.0205233159708189","0.2583772117785444","0.0144908387312641","0.0311200015608839","33.0","33.0","28","True","","","","LSTM_HS","dl_results_extended.csv"
"LSTM","911","US","extended","60","static","Full Test","0.3352300541587195","0.2107905518125604","0.0364557954032403","0.318357334690626","0.0213161590033615","0.034353207796812","11.0","11.0","28","True","","","","LSTM_HS","dl_results_extended.csv"
"LSTM","911","US","extended","60","static","Recovery","0.2242968292868552","0.1610934395681728","0.0293699940640391","0.240106627660577","0.0213161590033615","0.034353207796812","11.0","11.0","28","True","","","","LSTM_HS","dl_results_extended.csv"
"LSTM","911","US","extended","60","static","Shock","0.6208765772494497","0.4294578456878662","0.0676333212957259","0.3939787509179883","0.0213161590033615","0.034353207796812","11.0","11.0","28","True","","","","LSTM_HS","dl_results_extended.csv"
"LSTM","911","KR","extended","22","static","Full Test","0.4963689712757143","0.3438061712419285","0.0546629174512732","0.3517241125269986","0.0109286443992437","0.0265522096306085","82.0","82.0","28","True","","","","LSTM_HS","dl_results_extended.csv"
"LSTM","911","KR","extended","22","static","Recovery","0.4150105272686445","0.3441759708824508","0.0525103022001598","0.2919400695066549","0.0109286443992437","0.0265522096306085","82.0","82.0","28","True","","","","LSTM_HS","dl_results_extended.csv"
"LSTM","911","KR","extended","22","static","Shock","0.7387300352303383","0.3423132763968574","0.0633531049465087","0.5393759903709794","0.0109286443992437","0.0265522096306085","82.0","82.0","28","True","","","","LSTM_HS","dl_results_extended.csv"
"LSTM","911","JP","extended","22","static","Full Test","0.2343042028942455","0.1954071208050376","0.0145048306763528","0.1706560451302627","0.0112284418213322","0.0312995053827762","26.0","26.0","28","True","","","","LSTM_HS","dl_results_extended.csv"
"LSTM","911","JP","extended","22","static","Recovery","0.2147166595213898","0.1834612153825305","0.0147362755676059","0.1680565500569761","0.0112284418213322","0.0312995053827762","26.0","26.0","28","True","","","","LSTM_HS","dl_results_extended.csv"
"LSTM","911","JP","extended","22","static","Shock","0.2964464843120429","0.2402042661394391","0.0136369123341539","0.1713169429084607","0.0112284418213322","0.0312995053827762","26.0","26.0","28","True","","","","LSTM_HS","dl_results_extended.csv"
"LSTM","gfc","US","extended","252","static","Full Test","0.6399634047696213","0.3797992095196963","0.0470198305614448","0.3959125341594714","0.0159565843668417","0.0103872086578215","96.0","96.0","28","True","","","","LSTM_HS","dl_results_extended.csv"
"LSTM","gfc","US","extended","252","static","Lehman Crisis","1.152878925004598","0.8278939584891002","0.0809718966755807","0.4076452672355437","0.0159565843668417","0.0103872086578215","96.0","96.0","28","True","","","","LSTM_HS","dl_results_extended.csv"
"LSTM","gfc","US","extended","252","static","Pre-Lehman","0.2999290103550607","0.2102258354951973","0.0316635034574772","0.2690382734895137","0.0159565843668417","0.0103872086578215","96.0","96.0","28","True","","","","LSTM_HS","dl_results_extended.csv"
"LSTM","gfc","US","extended","252","static","Recovery","0.4009465478832932","0.3075228966772556","0.0504147385205262","0.2548464267227479","0.0159565843668417","0.0103872086578215","96.0","96.0","28","True","","","","LSTM_HS","dl_results_extended.csv"
"LSTM","gfc","KR","extended","22","static","Full Test","0.3824374062037797","0.2106432751545694","0.0154661834959197","0.2602233946442088","0.0137880056519711","0.0166773333424522","31.0","31.0","28","True","","","","LSTM_HS","dl_results_extended.csv"
"LSTM","gfc","KR","extended","22","static","Lehman Crisis","0.6726630501126306","0.397141573792797","0.0235538856059709","0.2888640560982999","0.0137880056519711","0.0166773333424522","31.0","31.0","28","True","","","","LSTM_HS","dl_results_extended.csv"
"LSTM","gfc","KR","extended","22","static","Pre-Lehman","0.174456200951287","0.1370679524811831","0.0120414479797433","0.1526798651826387","0.0137880056519711","0.0166773333424522","31.0","31.0","28","True","","","","LSTM_HS","dl_results_extended.csv"
"LSTM","gfc","KR","extended","22","static","Recovery","0.3045175460199151","0.1884734563529491","0.0153093512204503","0.2295182307713131","0.0137880056519711","0.0166773333424522","31.0","31.0","28","True","","","","LSTM_HS","dl_results_extended.csv"
"LSTM","gfc","JP","extended","60","static","Full Test","0.4406391117741883","0.2492373100458047","0.0268039109052001","0.3241041836220231","0.0127185619749584","0.0148357854975078","27.0","27.0","28","True","","","","LSTM_HS","dl_results_extended.csv"
"LSTM","gfc","JP","extended","60","static","Lehman Crisis","0.8056164393693734","0.5350884586049799","0.0565157385717473","0.3786966784142038","0.0127185619749584","0.0148357854975078","27.0","27.0","28","True","","","","LSTM_HS","dl_results_extended.csv"
"LSTM","gfc","JP","extended","60","static","Pre-Lehman","0.214631474785063","0.1518685234582811","0.0171964472870358","0.1993739386795567","0.0127185619749584","0.0148357854975078","27.0","27.0","28","True","","","","LSTM_HS","dl_results_extended.csv"
"LSTM","gfc","JP","extended","60","static","Recovery","0.2313063064858284","0.1763038418509743","0.0173768858174743","0.1863824242038275","0.0127185619749584","0.0148357854975078","27.0","27.0","28","True","","","","LSTM_HS","dl_results_extended.csv"
"LSTM","covid","US","extended","252","static","Crash","1.38289913349444","0.981658418973287","0.0766536300490614","0.3850132943680084","0.0174929685663886","0.0115271534501429","37.0","37.0","28","True","","","","LSTM_HS","dl_results_extended.csv"
"LSTM","covid","US","extended","252","static","Full Test","0.4518284672544328","0.2287977139555639","0.0332972080122934","0.3940989216833726","0.0174929685663886","0.0115271534501429","37.0","37.0","28","True","","","","LSTM_HS","dl_results_extended.csv"
"LSTM","covid","US","extended","252","static","Pre-crash","0.0852003601863434","0.071046461377825","0.0214002903928356","0.1768668447810569","0.0174929685663886","0.0115271534501429","37.0","37.0","28","True","","","","LSTM_HS","dl_results_extended.csv"
"LSTM","covid","US","extended","252","static","Recovery","0.2306497186138957","0.1752103130954007","0.0307238082930688","0.2306019309796448","0.0174929685663886","0.0115271534501429","37.0","37.0","28","True","","","","LSTM_HS","dl_results_extended.csv"
"LSTM","covid","KR","extended","22","static","Crash","0.5147124526028637","0.3086072745777312","0.0208025254471683","0.2619686739572935","0.0127858799227703","0.0100583300488639","18.0","18.0","28","True","","","","LSTM_HS","dl_results_extended.csv"
"LSTM","covid","KR","extended","22","static","Full Test","0.2935736775899547","0.1936821002633341","0.0355468053349724","0.2878806570945429","0.0127858799227703","0.0100583300488639","18.0","18.0","28","True","","","","LSTM_HS","dl_results_extended.csv"
"LSTM","covid","KR","extended","22","static","Pre-crash","0.1288841105267804","0.0949999596391405","0.0127622444556914","0.1653057394038335","0.0127858799227703","0.0100583300488639","18.0","18.0","28","True","","","","LSTM_HS","dl_results_extended.csv"
"LSTM","covid","KR","extended","22","static","Recovery","0.2816350046381133","0.1991010912073155","0.0413128965246532","0.2933135353978143","0.0127858799227703","0.0100583300488639","18.0","18.0","28","True","","","","LSTM_HS","dl_results_extended.csv"
"LSTM","covid","JP","extended","252","static","Crash","0.7398597837625894","0.3948381229450828","0.026777946684047","0.3232209227169506","0.0194770330610096","0.0117461615783711","10.0","10.0","28","True","","","","LSTM_HS","dl_results_extended.csv"
"LSTM","covid","JP","extended","252","static","Full Test","0.2709650796021235","0.14396345584082","0.020328788655168","0.3113177599214601","0.0194770330610096","0.0117461615783711","10.0","10.0","28","True","","","","LSTM_HS","dl_results_extended.csv"
"LSTM","covid","JP","extended","252","static","Pre-crash","0.1147396798774676","0.0931396741758693","0.0195359416503731","0.2137922423340862","0.0194770330610096","0.0117461615783711","10.0","10.0","28","True","","","","LSTM_HS","dl_results_extended.csv"
"LSTM","covid","JP","extended","252","static","Recovery","0.1889351142966686","0.1273535962707253","0.0198106700993053","0.2407829651262666","0.0194770330610096","0.0117461615783711","10.0","10.0","28","True","","","","LSTM_HS","dl_results_extended.csv"
"LSTM","normal","US","extended","60","expanding","Full Test","0.16343459191796933","0.09665200635096363","0.021248584158359323","0.27933742253676536","","","","","28","True","0.017622953700332938","37.0","76.0","LSTM_HS","dl_results_extended.csv"
"LSTM","normal","KR","extended","22","expanding","Full Test","0.1068349024043336","0.07864801312907267","0.017355878407906006","0.20096416358140085","","","","","28","True","0.015660022532950946","19.0","74.0","LSTM_HS","dl_results_extended.csv"
"LSTM","normal","JP","extended","252","expanding","Full Test","0.17744330344134576","0.10705159698447136","0.019093646218228438","0.2607386214145431","","","","","28","True","0.016725275451456415","29.0","73.0","LSTM_HS","dl_results_extended.csv"
